Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Epic Link),Custom field (Rank),Custom field (Root Cause Analysis),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
HFC 0.6.5 fails to connect to membersrvc when running in Docker,FAB-2401,14964,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,mastersingh24,aliblackwell,aliblackwell,21/Feb/17 10:24 AM,24/Aug/17 7:03 AM,26/Apr/18 6:50 AM,21/Feb/17 10:59 AM,,,,,,,v0.6,,,fabric-sdk-node,,,,0,,,,,,,,,"Member enrolment hangs indefinitely with no debug output provided to diagnose the error.

GRPC has protocol buffers & native code inside it, which may be responsible. It may also be due to a problem with the crypto module as some others seem to override it.

Does not appear to be limited to enrollment only as getTCertBatch and other method calls using GRPC also fail.

We have tried base images {{node:6.9}} and {{bitnami/node:6.9.0-r0}}


{noformat}
  crypto Using sha3-256 +6ms
  hfc Enrolling [req={""enrollmentID"":""admin"",""enrollmentSecret"":""Xurw3yU9zI0l""}] +206ms
  hfc [MemberServicesImpl.enroll] [{""enrollmentID"":""admin"",""enrollmentSecret"":""Xurw3yU9zI0l""}] +0ms
  hfc [MemberServicesImpl.enroll] Generating keys... +0ms
  hfc [MemberServicesImpl.enroll] Generating keys...done! +185ms
  hfc [MemberServicesImpl.enroll] Generating request! ""3059301306072a8648ce3d020106082a8648ce3d03010703420004482a38893a6f4f45874e9a22d305ec170f9ec92c0d68495980b9daaa73a194b40c8ad16f57aa7298c0e3fbb6e93fde1be6109df6e2328dd82c68e5758eaed783"" +3ms
  hfc [MemberServicesImpl.enroll] Adding signing key! +0ms
  hfc [MemberServicesImpl.enroll] Assding encryption key! +0ms
  hfc [MemberServicesImpl.enroll] [Contact ECA] {""ts"":{""seconds"":{""low"":1487672577,""high"":0,""unsigned"":false},""nanos"":0},""id"":{""id"":""admin""},""tok"":{""tok"":{""buffer"":{""type"":""Buffer"",""data"":[88,117,114,119,51,121,85,57,122,73,48,108]},""offset"":0,""markedOffset"":-1,""limit"":12,""littleEndian"":false,""noAssert"":false}},""sign"":{""type"":0,""key"":{""buffer"":{""type"":""Buffer"",""data"":[48,89,48,19,6,7,42,134,72,206,61,2,1,6,8,42,134,72,206,61,3,1,7,3,66,0,4,72,42,56,137,58,111,79,69,135,78,154,34,211,5,236,23,15,158,201,44,13,104,73,89,128,185,218,170,115,161,148,180,12,138,209,111,87,170,114,152,192,227,251,182,233,63,222,27,230,16,157,246,226,50,141,216,44,104,229,117,142,174,215,131]},""offset"":0,""markedOffset"":-1,""limit"":91,""littleEndian"":false,""noAssert"":false}},""enc"":{""type"":0,""key"":{""buffer"":{""type"":""Buffer"",""data"":[48,89,48,19,6,7,42,134,72,206,61,2,1,6,8,42,134,72,206,61,3,1,7,3,66,0,4,211,9,95,87,73,179,0,90,184,14,75,76,34,141,122,67,142,16,41,198,162,70,250,106,137,164,215,6,3,159,28,166,123,44,221,178,154,189,62,174,198,74,164,171,151,103,124,48,1,107,255,194,233,212,75,47,9,86,117,224,88,183,183,146]},""offset"":0,""markedOffset"":-1,""limit"":91,""littleEndian"":false,""noAssert"":false}},""sig"":null}  +0ms

(hangs indefinitely)
{noformat}

This is the output when running with GRPC debug

{{GRPC_VERBOSITY=DEBUG GRPC_TRACE=all node yourapp.js}}

{noformat}

I0221 10:32:06.259892515    1849 channel.c:231]              grpc_channel_create_call(channel=0x36e61a0, parent_call=(nil), propagation_mask=ffff, cq=0x36ffda0, method=/protos.ECAP/CreateCertificatePair, host=(null), deadline=gpr_timespec { tv_sec: 9223372036854775807, tv_nsec: 0, clock_type: 1 }, reserved=(nil))
I0221 10:32:06.262332450    1849 metadata_array.c:42]        grpc_metadata_array_init(array=0x7ffdd68d9560)
I0221 10:32:06.262382575    1849 metadata_array.c:42]        grpc_metadata_array_init(array=0x36ff648)
I0221 10:32:06.262392720    1849 metadata_array.c:42]        grpc_metadata_array_init(array=0x354d858)
I0221 10:32:06.262406165    1849 call.c:1690]                grpc_call_start_batch(call=0x35e1a10, ops=0x36062d0, nops=6, tag=0x36659a0, reserved=(nil))
I0221 10:32:06.262433118    1849 call.c:1366]                ops[0]: SEND_INITIAL_METADATA
I0221 10:32:06.262440332    1849 call.c:1366]                ops[1]: SEND_MESSAGE ptr=0x36e48e0
I0221 10:32:06.262446388    1849 call.c:1366]                ops[2]: SEND_CLOSE_FROM_CLIENT
I0221 10:32:06.262452997    1849 call.c:1366]                ops[3]: RECV_INITIAL_METADATA ptr=0x36ff648
I0221 10:32:06.262459165    1849 call.c:1366]                ops[4]: RECV_MESSAGE ptr=0x35ef7a8
I0221 10:32:06.262465746    1849 call.c:1366]                ops[5]: RECV_STATUS_ON_CLIENT metadata=0x354d858 status=0x354d870 details=0x354d878
I0221 10:32:06.262530992    1849 client_channel.c:109]       OP[client-channel:0x35e2018]: SEND_INITIAL_METADATA{key=3a 70 61 74 68 ':path' value=2f 70 72 6f 74 6f 73 2e 45 43 41 50 2f 43 72 65 61 74 65 43 65 72 74 69 66 69 63 61 74 65 50 61 69 72 '/protos.ECAP/CreateCertificatePair', key=3a 61 75 74 68 6f 72 69 74 79 ':authority' value=, key=67 72 70 63 2d 65 6e 63 6f 64 69 6e 67 'grpc-encoding' value=69 64 65 6e 74 69 74 79 'identity', key=67 72 70 63 2d 61 63 63 65 70 74 2d 65 6e 63 6f 64 69 6e 67 'grpc-accept-encoding' value=69 64 65 6e 74 69 74 79 2c 64 65 66 6c 61 74 65 2c 67 7a 69 70 'identity,deflate,gzip'} SEND_MESSAGE:flags=0x00000000:len=223 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0221 10:32:06.262690022    1856 completion_queue.c:333]     grpc_completion_queue_next(cc=0x36ffda0, deadline=gpr_timespec { tv_sec: 9223372036854775807, tv_nsec: 0, clock_type: 1 }, reserved=(nil))
D0221 10:32:06.279838252    1859 dns_resolver.c:192]         dns resolution failed: {""created"":""@1487673126.279796172"",""description"":""OS Error"",""errno"":-5,""file"":""../src/core/lib/iomgr/resolve_address_posix.c"",""file_line"":115,""os_error"":""No address associated with hostname"",""syscall"":""getaddrinfo"",""target_address"":""""}
D0221 10:32:06.279860795    1859 dns_resolver.c:201]         retrying immediately
D0221 10:32:06.279880214    1859 connectivity_state.c:156]   SET: 0x36e62e8 client_channel: IDLE --> TRANSIENT_FAILURE [new_lb+resolver] error=0x7fd2f0001730 {""created"":""@1487673126.279870831"",""description"":""No load balancing policy"",""file"":""../src/core/ext/client_config/client_channel.c"",""file_line"":188}
D0221 10:32:07.297370847    1860 dns_resolver.c:192]         dns resolution failed: {""created"":""@1487673127.297344897"",""description"":""OS Error"",""errno"":-5,""file"":""../src/core/lib/iomgr/resolve_address_posix.c"",""file_line"":115,""os_error"":""No address associated with hostname"",""syscall"":""getaddrinfo"",""target_address"":""""}
D0221 10:32:07.297390643    1860 dns_resolver.c:201]         retrying immediately
D0221 10:32:07.297412393    1860 connectivity_state.c:156]   SET: 0x36e62e8 client_channel: TRANSIENT_FAILURE --> TRANSIENT_FAILURE [new_lb+resolver] error=0x7fd2f00018b0 {""created"":""@1487673127.297401869"",""description"":""No load balancing policy"",""file"":""../src/core/ext/client_config/client_channel.c"",""file_line"":188}
D0221 10:32:09.121116790    1861 dns_resolver.c:192]         dns resolution failed: {""created"":""@1487673129.121083749"",""description"":""OS Error"",""errno"":-5,""file"":""../src/core/lib/iomgr/resolve_address_posix.c"",""file_line"":115,""os_error"":""No address associated with hostname"",""syscall"":""getaddrinfo"",""target_address"":""""}
D0221 10:32:09.121139809    1861 dns_resolver.c:201]         retrying immediately
D0221 10:32:09.121160988    1861 connectivity_state.c:156]   SET: 0x36e62e8 client_channel: TRANSIENT_FAILURE --> TRANSIENT_FAILURE [new_lb+resolver] error=0x7fd2f0001cf0 {""created"":""@1487673129.121151085"",""description"":""No load balancing policy"",""file"":""../src/core/ext/client_config/client_channel.c"",""file_line"":188}

{noformat}


",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00qvd:,,,,,,,,aliblackwell,vdods,,,,,,,,,,,,,"21/Feb/17 10:58 AM;aliblackwell;This was not a bug in the system, rather in our docker-compose setup – we were using quotes where we shouldn't have been. Closing the issue!","24/Aug/17 7:03 AM;vdods;Alasdair – what in particular was wrongly quoted?  I'm experiencing the same issue, and I believe it's also a result of a misuse of docker.",,,,,,,,,,,,,,,,,,,,,,
Fabric Logs should not contain Security Sensitive Data,FAB-2389,14952,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,,ashutosh_kumar,ashutosh_kumar,20/Feb/17 8:04 PM,14/Apr/17 11:48 AM,26/Apr/18 6:50 AM,14/Apr/17 11:47 AM,,,,,,,v0.6,WON'T FIX,,fabric-chaintool,,,,0,,,,,,,,,statement like *user %s is not logged in* or *user %s is logged in* should not appear in the log.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00qsx:,,,,,,,,ashutosh_kumar,ChristopherFerris,,,,,,,,,,,,,14/Apr/17 11:48 AM;ChristopherFerris;could not find any evidence of the referenced code. closing.,,,,,,,,,,,,,,,,,,,,,,,
output from getTxTimeStamp from test chaincode is not readable when used in CLI Command,FAB-2381,14944,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,adc,Nishi,Nishi,20/Feb/17 6:15 PM,11/Apr/17 10:17 PM,26/Apr/18 6:50 AM,11/Apr/17 10:17 PM,,,,,,,,,,fabric-peer,,,,0,,,,,,,,,"Command: peer chaincode query -C myc1 -n mycc -c '{""Args"":[""getTxTimeStamp""]}'
Output: Query Result: ��&zz��f맲�`�
                           :�>��۳X
���


code getTxTimeStamp as in testchaincode:

func (t *SimpleChaincode) getTxTimeStamp(stub shim.ChaincodeStubInterface) pb.Response {
        fmt.Printf(""- getTxTimestamp \n"")
        txTimeAsBytes, err := stub.GetBinding()
        if err != nil {
                return shim.Error(err.Error())
        }
       fmt.Printf("" txTimeBytes : %v"", txTimeAsBytes)
        return shim.Success(txTimeAsBytes)
}
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00qr5:,,,,,,,,denyeart,Nishi,,,,,,,,,,,,,"11/Apr/17 10:17 PM;denyeart;Timestamp is an object, to view it you would have to convert it to a string, for example:
time.Unix(response.Timestamp.Seconds, int64(response.Timestamp.Nanos)).String())

Closing.",,,,,,,,,,,,,,,,,,,,,,,
output from getBinding from test chaincode is not readable when used in CLI Command,FAB-2380,14943,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,adc,Nishi,Nishi,20/Feb/17 6:12 PM,11/Apr/17 10:14 PM,26/Apr/18 6:50 AM,11/Apr/17 10:14 PM,,,,,,,,,,fabric-peer,,,,0,,,,,,,,,"vagrant@hyperledger-devenv:v0.3.0-ef962ca:/opt/gopath/src/github.com/hyperledger/fabric$ peer chaincode query -C myc1 -n mycc -c '{""Args"":[""getBinding""]}'
Query Result: 坦*�������e���i�oY��g��骹�J�

getBinding as in testchaincode:

func  (t *SimpleChaincode) getBinding(stub shim.ChaincodeStubInterface) pb.Response {
        fmt.Printf(""- getBinding \n"")
        bindingAsBytes, err := stub.GetBinding()
        if err != nil {
                return shim.Error(err.Error())
        }
       fmt.Printf("" binding from chaincode : %v"", bindingAsBytes)
        return shim.Success(bindingAsBytes)
}
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00qqx:,,,,,,,,denyeart,Nishi,,,,,,,,,,,,,11/Apr/17 10:14 PM;denyeart;Binding is binary and not meant to be viewed from a UI. Closing.,,,,,,,,,,,,,,,,,,,,,,,
CouchDB tests fail intermittently - resolve root cause,FAB-2378,14941,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,denyeart,denyeart,denyeart,20/Feb/17 4:39 PM,24/Feb/17 11:47 AM,26/Apr/18 6:50 AM,22/Feb/17 6:27 PM,,,,,,,,,,fabric-ledger,,,,0,,,,,,,,,"Receive intermittent errors during unit test such as:
08:55:26 [32munit-tests_1 [0m 2017/02/20 08:55:25 Couch DB error status code=500 error={""error"":""internal_server_error"",""reason"":""No DB shards could be opened."",""ref"":2413987899}

CouchDB tests were recently introduced to CI in:
https://gerrit.hyperledger.org/r/#/c/6091/

Disabled in:
https://jira.hyperledger.org/browse/FAB-2375
https://gerrit.hyperledger.org/r/#/c/6281/

Need to resolve root cause and then re-enable the tests.",,,,,,,,,,,,,,FAB-2375,FAB-2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|hzzzfh:,,Sprint 12 - Ledger,,,,,,denyeart,,,,,,,,,,,,,,22/Feb/17 6:27 PM;denyeart;Will be fixed in FAB-2388,,,,,,,,,,,,,,,,,,,,,,,
CouchDB tests fail intermittently - need to disable in CI environment,FAB-2375,14938,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,denyeart,denyeart,denyeart,20/Feb/17 2:55 PM,22/Feb/17 3:27 PM,26/Apr/18 6:50 AM,20/Feb/17 4:40 PM,,,,,,,,,,fabric-ledger,,,,0,,,,,,,,,"Receive intermittent errors during unit test such as:
08:55:26 [32munit-tests_1 [0m 2017/02/20 08:55:25 Couch DB error status code=500 error={""error"":""internal_server_error"",""reason"":""No DB shards could be opened."",""ref"":2413987899}

CouchDB tests were recently introduced to CI in:
https://gerrit.hyperledger.org/r/#/c/6091/

We will disable the CouchDB tests in CI until the issue is resolved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|hzzzfe:,,Sprint 12 - Ledger,,,,,,denyeart,,,,,,,,,,master,,,true,,,,,,,,,,,,,,,,,,,,,,,,
Fabric v0.6 PBFT is not working with 4 peers,FAB-2374,14936,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,baohua,jsong1230,jsong1230,20/Feb/17 12:30 PM,11/Apr/17 10:11 PM,26/Apr/18 6:50 AM,11/Apr/17 10:11 PM,,,,,,,v0.6,,,fabric-peer,,,,0,,,,,,,,,"I got the following error messages with PBFT setting (4 instances in AWS) in Fabric v0.6.
Is there any clue?
Thanks.
===================================================================
21:26:24.043 [peer] handleChat -> ERRO 27b Error handling message: Peer FSM cannot handle message (DISC_GET_PEERS) with payload size (0) while in state: created
21:26:25.656 [consensus/pbft] sendViewChange -> INFO 27c Replica 0 sending view-change, v:1, h:0, |C|:1, |P|:0, |Q|:1
21:26:25.656 [consensus/pbft] recvViewChange -> INFO 27d Replica 0 received view-change from replica 0, v:1, h:0, |C|:1, |P|:0, |Q|:1
21:26:25.656 [consensus/pbft] recvViewChange -> WARN 27e Replica 0 already has a view change message for view 1 from replica 0
21:26:27.686 [consensus/pbft] sendViewChange -> INFO 27f Replica 0 sending view-change, v:1, h:0, |C|:1, |P|:0, |Q|:1
21:26:27.687 [consensus/pbft] recvViewChange -> INFO 280 Replica 0 received view-change from replica 0, v:1, h:0, |C|:1, |P|:0, |Q|:1
21:26:27.687 [consensus/pbft] recvViewChange -> WARN 281 Replica 0 already has a view change message for view 1 from replica 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00qpd:,,,,,,,,denyeart,jsong1230,ynamiki,,,,,,,,,,,,23/Feb/17 2:55 AM;ynamiki;[The comment in FAB-2221|https://jira.hyperledger.org/browse/FAB-2221?focusedCommentId=21128&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-21128] might also work for this.,"11/Apr/17 10:11 PM;denyeart;Issue does not occur on v1, closing.
If you have follow-on questions please use rocket.chat #fabric-questions channel.",,,,,,,,,,,,,,,,,,,,,,
[node-sdk] couchcb-fabricca-tests.js fix README and fix logging,FAB-2372,14934,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,jimthematrix,jjjjibm,jjjjibm,20/Feb/17 10:03 AM,08/Mar/17 5:10 AM,26/Apr/18 6:50 AM,08/Mar/17 5:10 AM,,,,,,,v1.0.0,,,fabric-sdk-node,,,,0,,,,,,,,,"1)   Readme contains an error. 

Is now: 
Run the associated unit test with the following command:

node test/*uni*t/couchdb-fabriccop-test.js

Should be:
Run the associated unit test with the following command:

node test/*integration*/couchdb-fabriccop-test.js


2. Can we change the way structures are logged for diagnosis:

Is now (for just one example):
logger.debug('constructor, options: ' + options);

which prints as: constructor, options: [object Object]

Could be:
logger.debug(util.inspect(options, {showHidden: false, depth: null}));

which prints as 
{ _url: 'http://localhost:5984',
  _name: 'member_db',
  _database:
   { info: [Function],
     replicate: [Function],
     compact: [Function],
     changes: [Function],
     follow: [Function],
     auth: [Function: auth],
     session: [Function: session],
     insert: [Function: insertDoc],
     get: [Function: getDoc],
     head: [Function: headDoc],
     copy: [Function: copyDoc],
     destroy: [Function: destroyDoc],
     bulk: [Function: bulksDoc],
     list: [Function: listDoc],
     fetch: [Function: fetchDocs],
     fetchRevs: [Function: fetchRevs],
     config: { url: 'http://localhost:5984', db: 'member_db' },
     multipart:
      { insert: [Function: insertMultipart],
        get: [Function: getMultipart] },
     attachment:
      { insert: [Function: insertAtt],
        get: [Function: getAtt],
        destroy: [Function: destroyAtt] },
     show: [Function: showDoc],
     atomic: [Function: updateWithHandler],
     updateWithHandler: [Function: updateWithHandler],
     search: [Function: viewSearch],
     spatial: [Function: viewSpatial],
     view: { [Function: viewDocs] compact: [Function] },
     viewWithList: [Function: viewWithList] } }
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00qox:,,,,,,,,jjjjibm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crash with badly constructed transaction payload,FAB-2368,14930,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,muralisr,muralisr,muralisr,19/Feb/17 10:17 PM,20/Apr/17 12:24 AM,26/Apr/18 6:50 AM,20/Apr/17 12:24 AM,,,,,,,v1.0.0,,,fabric-peer,,,,0,,,,,,,,,"We get a runtime panic if for some reason the Transaction does not contain a valid TransactionAction


{code:java}
panic: runtime error: index out of range

goroutine 146 [running]:
panic(0xb0eb40, 0xc420010100)
        /opt/go/src/runtime/panic.go:500 +0x1a1
github.com/hyperledger/fabric/protos/utils.GetActionFromEnvelope(0xc420072000, 0xc02, 0xc02, 0x0, 0x0, 0x0)
        /opt/gopath/src/github.com/hyperledger/fabric/protos/utils/proputils.go:472 +0xf4
github.com/hyperledger/fabric/core/ledger/kvledger/history/historydb/historyleveldb.(*historyDB).Commit(0xc421409100, 0xc4216b5e60, 0x36, 0xc4215cc500)
        /opt/gopath/src/github.com/hyperledger/fabric/core/ledger/kvledger/history/historydb/historyleveldb/historyleveldb.go:112 +0x294
github.com/hyperledger/fabric/core/ledger/kvledger.(*kvLedger).Commit(0xc4213f9300, 0xc4216b5e60, 0x1, 0x1)
        /opt/gopath/src/github.com/hyperledger/fabric/core/ledger/kvledger/kv_ledger.go:232 +0x3db
github.com/hyperledger/fabric/core/ledger/ledgermgmt.(*closableLedger).Commit(0xc421409220, 0xc4216b5e60, 0x0, 0x0)
        <autogenerated>:1 +0x54
github.com/hyperledger/fabric/core/committer.(*LedgerCommitter).Commit(0xc4214a3100, 0xc4216b5e60, 0x5, 0x2)
        /opt/gopath/src/github.com/hyperledger/fabric/core/committer/committer_impl.go:62 +0x121
github.com/hyperledger/fabric/gossip/state.(*GossipStateProviderImpl).commitBlock(0xc4214a4cf0, 0xc4216b5e60, 0x1, 0x4, 0xc42166dfb8)
        /opt/gopath/src/github.com/hyperledger/fabric/gossip/state/state.go:397 +0x56
github.com/hyperledger/fabric/gossip/state.(*GossipStateProviderImpl).deliverPayloads(0xc4214a4cf0)
        /opt/gopath/src/github.com/hyperledger/fabric/gossip/state/state.go:294 +0x458
created by github.com/hyperledger/fabric/gossip/state.NewGossipStateProvider
        /opt/gopath/src/github.com/hyperledger/fabric/gossip/state/state.go:148 +0x692
{code}

This happened because the nodejs client was out of sync on protos, but still, this should be handled gracefully.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|hzzzhy:zz9xr6x,,Sprint 12 - Endorser,,,,,,muralisr,,,,,,,,,,master,,,true,,,,,,,,,,,,,,,,,,,,,,,,
Update node-sdk CI job to run end-to-end test from integratation folder,FAB-2360,14922,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,18/Feb/17 9:02 PM,20/Feb/17 3:27 AM,26/Apr/18 6:50 AM,20/Feb/17 3:27 AM,,,,,,,,,,,,,,0,,,,,,,,,"After merge of this patch (https://github.com/hyperledger/fabric-sdk-node/commit/691af6351dcd7b19c90572fce546990c1ccc626d) now end-to-end.js program is moved to test/integration folder.. This change impacted CI job failure as CI is referring to test/node/end-to-end.js. 

Refer new folder structure to run end-to-end.js in verify and Merge CI jobs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00qmh:,,,,,,,,rameshthoomu,,,,,,,,,,master,,,true,20/Feb/17 3:26 AM;rameshthoomu;Patch has been submitted and merged https://gerrit.hyperledger.org/r/#/c/6229/,,,,,,,,,,,,,,,,,,,,,,,
Master is broken,FAB-2359,14921,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,,jyellick,jyellick,18/Feb/17 8:57 PM,13/Apr/17 11:31 PM,26/Apr/18 6:50 AM,13/Apr/17 11:30 PM,v1.0.0-alpha1,,,,,,v1.0.0-alpha1,,,,,,,0,,,,,,,,,"$ go test ./core/common/validation/
--- FAIL: TestValidateConfigTx (0.01s)
	config_test.go:56: ValidateTransaction failed, err Transaction is not valid. Got [], expected [G3GHI9vBQahR3+2QodO1RRSM9Xz3u3day6odPwjSKoI=]
FAIL
FAIL	github.com/hyperledger/fabric/core/common/validation	0.032s
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00qm9:,,,,,,,,jyellick,,,,,,,,,,master,,,true,,,,,,,,,,,,,,,,,,,,,,,,
"Join failed with ""failure while looking up the ledger""",FAB-2357,14919,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,muralisr,muralisr,muralisr,18/Feb/17 7:41 PM,11/Apr/17 8:28 PM,26/Apr/18 6:50 AM,11/Apr/17 8:28 PM,,,,,,,v1.0.0,,,fabric-endorser,,,,0,,,,,,,,,"Join command fails with

{code:java}
vagrant@hyperledger-devenv:v0.3.0-351f1b8:/opt/gopath/src/github.com/hyperledger/fabric$ peer channel join -b myc.block
2017-02-18 19:34:22.072 UTC [SW_BCCSP] createKeyStoreIfNotExists -> INFO 001 KeyStore path [/tmp] missing [false]: [<clean>]
{code}

Not all proposals are on channels (and have a ledger). Some proposals such as to the CSCC for join is ""channelless"".

In this instance, the failure is due to attempting to access the ledger for doing TX uniqueness checks. Given there's no ledger, we have to bypass ledger based uniqueness checks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|hzzzhy:zz9xm6,,,,,,,,muralisr,,,,,,,,,,master,,,true,,,,,,,,,,,,,,,,,,,,,,,,
Switch orderer Docker files to proper ENV vars,FAB-2348,14910,Bug,Done,FAB,Fabric,software,ChristopherFerris,,,Medium,Done,kchristidis,kchristidis,kchristidis,18/Feb/17 12:38 AM,31/May/17 1:58 PM,26/Apr/18 6:50 AM,19/Feb/17 5:05 PM,,,,,,,,,,fabric-orderer,,,,0,kafka,,,,,,,,"In short, FAB-2162 configures the provisional bootstrapper via the `genesis.yaml` file and the `CONFIGTX_` ENV var prefix.

Before that, the bootstrapper would be set via the `orderer.yaml` file and the `ORDERER_` ENV var prefix.

The Kafka-related Docker environments set the orderer type via the ORDERER_ ENV var prefix and were not updated accordingly.

As a result, post FAB-2162, anyone bringing up any of the ordererXkafkaY networks was actually bringing up Y Kafka brokers without reason -- they were still running solo.

This changeset fixes this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00qk9:,,Sprint 12 - consensus,,,,,,kchristidis,,,,,,,,,,,,,,18/Feb/17 4:49 PM;kchristidis;https://gerrit.hyperledger.org/r/6187,,,,,,,,,,,,,,,,,,,,,,,
